id,id_equipo,tipo_equipo,marca,area_hospital,horas_uso,ultimo_mantenimiento,alerta_mantenimiento
2210,EQ-2210,Monitor de Signos Vitales,Philips,Urgencias,150.70059696803557,2025-09-11,Operativo Seguro
2211,EQ-2211,Respirador Artificial,GE Healthcare,UCIs,2122.118903088659,2026-01-29,Requiere Mantenimiento Urgente
2212,EQ-2212,Desfibrilador,Philips,Urgencias,45.01433795917886,2026-04-03,Operativo Seguro
2213,EQ-2213,Monitor de Signos Vitales,Dräger,Quirófanos,47.613593496002025,2026-04-10,Operativo Seguro
2214,EQ-2214,Monitor de Signos Vitales,Philips,Urgencias,2439.6277305883523,2025-08-01,Requiere Mantenimiento Urgente
2215,EQ-2215,Respirador Artificial,GE Healthcare,UCIs,1896.2578853743464,2026-02-04,Requiere Mantenimiento Urgente
2216,EQ-2216,Respirador Artificial,Dräger,Urgencias,570.7200332409701,2026-01-11,Operativo Seguro
2217,EQ-2217,Electrocardiógrafo,GE Healthcare,Urgencias,1288.572475649893,2025-12-18,Operativo Seguro
2218,EQ-2218,Desfibrilador,GE Healthcare,Urgencias,1288.5276748496565,2025-08-26,Operativo Seguro
2219,EQ-2219,Respirador Artificial,GE Healthcare,Quirófanos,167.22980826479716,2025-07-11,Operativo Seguro
2220,EQ-2220,Bomba de Infusión,Dräger,Urgencias,1228.4107176725338,2025-12-26,Operativo Seguro
2221,EQ-2221,Bomba de Infusión,Philips,UCIs,1027.1999975410904,2026-04-08,Operativo Seguro
2222,EQ-2222,Respirador Artificial,GE Healthcare,Urgencias,430.04039185206705,2025-11-12,Operativo Seguro
2223,EQ-2223,Monitor de Signos Vitales,GE Healthcare,Urgencias,2402.7873794447037,2025-10-22,Requiere Mantenimiento Urgente
2224,EQ-2224,Monitor de Signos Vitales,Dräger,Urgencias,981.6227737942695,2025-10-07,Operativo Seguro
2225,EQ-2225,Electrocardiógrafo,Dräger,Urgencias,1814.4746488532462,2025-10-26,Requiere Mantenimiento Urgente
2226,EQ-2226,Respirador Artificial,Philips,Hospitalización,722.7667585193526,2025-11-30,Operativo Seguro
2227,EQ-2227,Respirador Artificial,GE Healthcare,UCIs,1505.7579565394706,2025-12-06,Requiere Mantenimiento Urgente
2228,EQ-2228,Monitor de Signos Vitales,GE Healthcare,UCIs,171.18449209268917,2025-08-16,Operativo Seguro
2229,EQ-2229,Electrocardiógrafo,Philips,Urgencias,1690.8203210852785,2025-12-29,Requiere Mantenimiento Urgente
2230,EQ-2230,Respirador Artificial,GE Healthcare,Urgencias,1569.8381113759522,2025-08-30,Requiere Mantenimiento Urgente
2231,EQ-2231,Monitor de Signos Vitales,GE Healthcare,Urgencias,934.1655117591944,2026-03-11,Operativo Seguro
2232,EQ-2232,Bomba de Infusión,GE Healthcare,UCIs,1336.533534626504,2025-11-11,Operativo Seguro
2233,EQ-2233,Respirador Artificial,GE Healthcare,Urgencias,1059.7193290669243,2026-03-26,Operativo Seguro
2234,EQ-2234,Electrocardiógrafo,Philips,Urgencias,1851.2205564059855,2025-07-23,Requiere Mantenimiento Urgente
2235,EQ-2235,Electrocardiógrafo,Philips,Urgencias,719.922132425225,2026-01-19,Operativo Seguro
2236,EQ-2236,Bomba de Infusión,GE Healthcare,UCIs,729.259716409244,2026-04-26,Operativo Seguro
2237,EQ-2237,Respirador Artificial,Dräger,Urgencias,998.5119362643338,2025-08-10,Operativo Seguro
2238,EQ-2238,Respirador Artificial,GE Healthcare,Urgencias,1333.453175154933,2026-04-29,Operativo Seguro
2239,EQ-2239,Respirador Artificial,GE Healthcare,UCIs,2405.2231721451244,2025-10-07,Requiere Mantenimiento Urgente
2240,EQ-2240,Respirador Artificial,Philips,Hospitalización,682.9829800531164,2025-11-01,Operativo Seguro
2241,EQ-2241,Monitor de Signos Vitales,Philips,Urgencias,730.1927722796567,2025-07-26,Operativo Seguro
2242,EQ-2242,Electrocardiógrafo,Philips,Urgencias,568.6017781378827,2025-07-10,Operativo Seguro
2243,EQ-2243,Electrocardiógrafo,GE Healthcare,Hospitalización,325.5985786695481,2026-04-11,Operativo Seguro
2244,EQ-2244,Electrocardiógrafo,Philips,UCIs,722.5273100650942,2026-06-18,Operativo Seguro
2245,EQ-2245,Electrocardiógrafo,GE Healthcare,UCIs,2059.0691296550094,2025-07-22,Requiere Mantenimiento Urgente
2246,EQ-2246,Bomba de Infusión,GE Healthcare,Hospitalización,125.01073851816008,2026-01-30,Operativo Seguro
2247,EQ-2247,Monitor de Signos Vitales,GE Healthcare,Hospitalización,2188.6093301700466,2026-06-03,Requiere Mantenimiento Urgente
2248,EQ-2248,Electrocardiógrafo,GE Healthcare,Hospitalización,1750.2468918011896,2025-09-23,Requiere Mantenimiento Urgente
2249,EQ-2249,Respirador Artificial,Dräger,Urgencias,1129.0591695504418,2025-07-16,Operativo Seguro
2250,EQ-2250,Respirador Artificial,Philips,Hospitalización,802.3022639604618,2025-12-01,Operativo Seguro
2251,EQ-2251,Monitor de Signos Vitales,Dräger,Urgencias,2453.0855588293825,2026-06-11,Requiere Mantenimiento Urgente
2252,EQ-2252,Respirador Artificial,GE Healthcare,Urgencias,2380.195826012701,2025-11-11,Requiere Mantenimiento Urgente
2253,EQ-2253,Monitor de Signos Vitales,GE Healthcare,Urgencias,565.2182819981502,2025-12-27,Operativo Seguro
2254,EQ-2254,Bomba de Infusión,Philips,Urgencias,764.6893979789726,2026-05-27,Operativo Seguro
2255,EQ-2255,Desfibrilador,Dräger,Urgencias,182.78276975060598,2026-05-09,Operativo Seguro
2256,EQ-2256,Monitor de Signos Vitales,GE Healthcare,Urgencias,1669.5500902689982,2025-12-16,Requiere Mantenimiento Urgente
2257,EQ-2257,Bomba de Infusión,GE Healthcare,UCIs,2190.8998084741643,2026-06-03,Requiere Mantenimiento Urgente
2258,EQ-2258,Electrocardiógrafo,Philips,Hospitalización,238.05741677606878,2025-12-07,Operativo Seguro
2259,EQ-2259,Electrocardiógrafo,GE Healthcare,Urgencias,564.128889727171,2025-09-09,Operativo Seguro
2260,EQ-2260,Bomba de Infusión,GE Healthcare,Hospitalización,1928.9976001778216,2026-03-28,Requiere Mantenimiento Urgente
2261,EQ-2261,Respirador Artificial,Philips,Urgencias,1093.0151005812231,2025-10-02,Operativo Seguro
2262,EQ-2262,Respirador Artificial,Dräger,UCIs,2365.360473413147,2025-10-01,Requiere Mantenimiento Urgente
2263,EQ-2263,Monitor de Signos Vitales,Philips,Hospitalización,1707.949279846862,2026-04-14,Requiere Mantenimiento Urgente
2264,EQ-2264,Bomba de Infusión,Philips,Quirófanos,2363.273371609179,2025-08-13,Requiere Mantenimiento Urgente
2265,EQ-2265,Respirador Artificial,GE Healthcare,UCIs,1734.0158620377729,2025-12-26,Requiere Mantenimiento Urgente
2266,EQ-2266,Respirador Artificial,GE Healthcare,UCIs,291.610978919217,2025-08-18,Operativo Seguro
2267,EQ-2267,Respirador Artificial,Philips,Urgencias,840.8739498336431,2025-10-27,Operativo Seguro
2268,EQ-2268,Electrocardiógrafo,GE Healthcare,Urgencias,1626.2927972697678,2026-02-14,Requiere Mantenimiento Urgente
2269,EQ-2269,Respirador Artificial,GE Healthcare,Hospitalización,520.4860690119569,2026-04-18,Operativo Seguro
2270,EQ-2270,Respirador Artificial,GE Healthcare,Quirófanos,256.6035335046285,2025-12-08,Operativo Seguro
2271,EQ-2271,Monitor de Signos Vitales,Philips,Hospitalización,1004.3978511643578,2026-02-19,Operativo Seguro
2272,EQ-2272,Respirador Artificial,GE Healthcare,Urgencias,107.53693609963699,2025-12-16,Operativo Seguro
2273,EQ-2273,Monitor de Signos Vitales,GE Healthcare,Hospitalización,2143.8017341037707,2026-06-11,Requiere Mantenimiento Urgente
2274,EQ-2274,Bomba de Infusión,GE Healthcare,UCIs,675.1035080520127,2025-08-23,Operativo Seguro
2275,EQ-2275,Respirador Artificial,Philips,Urgencias,970.2335480229196,2026-06-14,Operativo Seguro
2276,EQ-2276,Bomba de Infusión,Philips,UCIs,1130.9375350201792,2025-12-08,Operativo Seguro
2277,EQ-2277,Electrocardiógrafo,GE Healthcare,Hospitalización,2347.666403651342,2025-10-04,Requiere Mantenimiento Urgente
2278,EQ-2278,Respirador Artificial,Philips,Urgencias,542.7970040202076,2025-09-19,Operativo Seguro
2279,EQ-2279,Respirador Artificial,Philips,Urgencias,621.5337922067654,2025-08-10,Operativo Seguro
2280,EQ-2280,Respirador Artificial,Philips,UCIs,352.0153387606945,2025-09-23,Operativo Seguro
2281,EQ-2281,Monitor de Signos Vitales,Dräger,Quirófanos,1200.31356008375,2026-05-20,Operativo Seguro
2282,EQ-2282,Respirador Artificial,GE Healthcare,UCIs,1803.0250264435479,2025-08-09,Requiere Mantenimiento Urgente
2283,EQ-2283,Bomba de Infusión,GE Healthcare,Hospitalización,1912.3027044593932,2025-08-14,Requiere Mantenimiento Urgente
2284,EQ-2284,Monitor de Signos Vitales,GE Healthcare,UCIs,2166.68280727908,2025-07-02,Requiere Mantenimiento Urgente
2285,EQ-2285,Monitor de Signos Vitales,Dräger,Urgencias,1174.5242417266284,2026-04-27,Operativo Seguro
2286,EQ-2286,Electrocardiógrafo,GE Healthcare,UCIs,1827.431545025356,2025-07-20,Requiere Mantenimiento Urgente
2287,EQ-2287,Desfibrilador,Philips,Urgencias,1151.69577196617,2025-09-17,Operativo Seguro
2288,EQ-2288,Respirador Artificial,GE Healthcare,Urgencias,915.1239530737462,2026-05-02,Operativo Seguro
2289,EQ-2289,Bomba de Infusión,GE Healthcare,Hospitalización,630.4996922696835,2026-06-30,Operativo Seguro
2290,EQ-2290,Monitor de Signos Vitales,Philips,UCIs,1637.0573638665528,2026-01-23,Requiere Mantenimiento Urgente
2291,EQ-2291,Bomba de Infusión,GE Healthcare,UCIs,226.09491221877857,2025-08-09,Operativo Seguro
2292,EQ-2292,Respirador Artificial,GE Healthcare,Urgencias,43.42804107068166,2025-09-05,Operativo Seguro
2293,EQ-2293,Electrocardiógrafo,Dräger,Hospitalización,454.9407295978383,2025-09-12,Operativo Seguro
2294,EQ-2294,Monitor de Signos Vitales,Philips,UCIs,1976.2004326606416,2025-11-03,Requiere Mantenimiento Urgente
2295,EQ-2295,Bomba de Infusión,Dräger,Urgencias,484.3418613300216,2026-02-17,Operativo Seguro
2296,EQ-2296,Respirador Artificial,Philips,Hospitalización,2370.3469680171397,2026-01-10,Requiere Mantenimiento Urgente
2297,EQ-2297,Respirador Artificial,Dräger,UCIs,563.1532910582246,2026-06-15,Operativo Seguro
2298,EQ-2298,Electrocardiógrafo,Philips,Hospitalización,2002.2392006590578,2025-08-25,Requiere Mantenimiento Urgente
2299,EQ-2299,Respirador Artificial,Philips,Hospitalización,929.1068073985575,2026-04-10,Operativo Seguro
2300,EQ-2300,Respirador Artificial,GE Healthcare,Hospitalización,859.0772306842584,2025-08-13,Operativo Seguro
2301,EQ-2301,Respirador Artificial,Dräger,UCIs,506.4525118983787,2026-06-05,Operativo Seguro
2302,EQ-2302,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1024.7847209781303,2025-12-02,Operativo Seguro
2303,EQ-2303,Respirador Artificial,Dräger,Hospitalización,2207.492712423863,2025-10-05,Requiere Mantenimiento Urgente
2304,EQ-2304,Respirador Artificial,Dräger,UCIs,2212.2650266321566,2026-05-21,Requiere Mantenimiento Urgente
2305,EQ-2305,Respirador Artificial,Philips,UCIs,1743.1772843293943,2026-04-15,Requiere Mantenimiento Urgente
2306,EQ-2306,Monitor de Signos Vitales,Dräger,UCIs,1001.5258015858864,2026-02-15,Operativo Seguro
2307,EQ-2307,Respirador Artificial,GE Healthcare,Urgencias,234.84871505075444,2026-02-04,Operativo Seguro
2308,EQ-2308,Electrocardiógrafo,Dräger,UCIs,2008.6334021487528,2025-12-08,Requiere Mantenimiento Urgente
2309,EQ-2309,Respirador Artificial,GE Healthcare,Hospitalización,868.1380700900385,2026-01-13,Operativo Seguro
2310,EQ-2310,Respirador Artificial,GE Healthcare,Urgencias,2052.4110070522856,2025-10-01,Requiere Mantenimiento Urgente
2311,EQ-2311,Electrocardiógrafo,Dräger,Hospitalización,1238.8600034853616,2026-03-04,Operativo Seguro
2312,EQ-2312,Electrocardiógrafo,Philips,Urgencias,1024.593271218866,2025-09-19,Operativo Seguro
2313,EQ-2313,Bomba de Infusión,Philips,Urgencias,2171.224488644137,2025-07-16,Requiere Mantenimiento Urgente
2314,EQ-2314,Monitor de Signos Vitales,GE Healthcare,Quirófanos,2183.446629667607,2026-03-25,Requiere Mantenimiento Urgente
2315,EQ-2315,Monitor de Signos Vitales,Philips,Hospitalización,1274.7643468479412,2025-12-09,Operativo Seguro
2316,EQ-2316,Electrocardiógrafo,GE Healthcare,Urgencias,1544.7630060255572,2025-09-29,Requiere Mantenimiento Urgente
2317,EQ-2317,Electrocardiógrafo,Philips,Hospitalización,2096.331909279316,2025-09-17,Requiere Mantenimiento Urgente
2318,EQ-2318,Respirador Artificial,GE Healthcare,UCIs,960.2089580392451,2026-01-01,Operativo Seguro
2319,EQ-2319,Monitor de Signos Vitales,Dräger,Urgencias,1672.9791279089081,2025-07-29,Requiere Mantenimiento Urgente
2320,EQ-2320,Monitor de Signos Vitales,Philips,Hospitalización,1644.1536587971705,2025-11-18,Requiere Mantenimiento Urgente
2321,EQ-2321,Electrocardiógrafo,Dräger,UCIs,234.21050001451172,2025-11-13,Operativo Seguro
2322,EQ-2322,Monitor de Signos Vitales,GE Healthcare,Urgencias,1468.6006424123866,2026-06-13,Operativo Seguro
2323,EQ-2323,Electrocardiógrafo,GE Healthcare,Urgencias,1153.9412165025562,2025-08-13,Operativo Seguro
2324,EQ-2324,Electrocardiógrafo,GE Healthcare,Urgencias,917.031612257142,2025-08-16,Operativo Seguro
2325,EQ-2325,Electrocardiógrafo,Philips,UCIs,131.3122172164863,2026-06-01,Operativo Seguro
2326,EQ-2326,Respirador Artificial,Dräger,Quirófanos,2234.909388861983,2025-10-01,Requiere Mantenimiento Urgente
2327,EQ-2327,Respirador Artificial,GE Healthcare,UCIs,1559.0353794764844,2025-11-16,Requiere Mantenimiento Urgente
2328,EQ-2328,Electrocardiógrafo,GE Healthcare,Urgencias,1669.4415501338945,2025-09-07,Requiere Mantenimiento Urgente
2329,EQ-2329,Respirador Artificial,GE Healthcare,Urgencias,2055.6789762239046,2025-08-12,Requiere Mantenimiento Urgente
2330,EQ-2330,Respirador Artificial,Philips,Hospitalización,2356.0813991026907,2025-08-14,Requiere Mantenimiento Urgente
2331,EQ-2331,Monitor de Signos Vitales,Dräger,Hospitalización,816.1636351303522,2025-10-23,Operativo Seguro
2332,EQ-2332,Electrocardiógrafo,GE Healthcare,Urgencias,1016.9257691198192,2025-07-03,Operativo Seguro
2333,EQ-2333,Electrocardiógrafo,GE Healthcare,Quirófanos,247.75894726750485,2026-03-20,Operativo Seguro
2334,EQ-2334,Respirador Artificial,Philips,Hospitalización,1064.6039169278297,2025-09-16,Operativo Seguro
2335,EQ-2335,Desfibrilador,Philips,Quirófanos,1937.3429464008225,2025-12-24,Requiere Mantenimiento Urgente
2336,EQ-2336,Respirador Artificial,GE Healthcare,Urgencias,679.1975118097868,2025-10-26,Operativo Seguro
2337,EQ-2337,Electrocardiógrafo,Philips,Urgencias,425.3317546287735,2026-04-12,Operativo Seguro
2338,EQ-2338,Electrocardiógrafo,Philips,UCIs,314.09084879623794,2026-02-04,Operativo Seguro
2339,EQ-2339,Monitor de Signos Vitales,GE Healthcare,UCIs,405.5342160515574,2025-10-15,Operativo Seguro
2340,EQ-2340,Desfibrilador,Dräger,Urgencias,1021.5168912410122,2025-12-12,Operativo Seguro
2341,EQ-2341,Bomba de Infusión,GE Healthcare,UCIs,704.8231046555933,2026-03-04,Operativo Seguro
2342,EQ-2342,Respirador Artificial,Philips,UCIs,961.2582072472939,2026-05-01,Operativo Seguro
2343,EQ-2343,Electrocardiógrafo,Philips,UCIs,1126.492591503032,2025-12-29,Operativo Seguro
2344,EQ-2344,Monitor de Signos Vitales,GE Healthcare,UCIs,1413.3943374128135,2026-05-20,Operativo Seguro
2345,EQ-2345,Respirador Artificial,GE Healthcare,UCIs,802.8753103641695,2025-08-24,Operativo Seguro
2346,EQ-2346,Respirador Artificial,GE Healthcare,Urgencias,812.7601683842914,2025-12-08,Operativo Seguro
2347,EQ-2347,Desfibrilador,GE Healthcare,UCIs,2087.4754354190586,2025-11-23,Requiere Mantenimiento Urgente
2348,EQ-2348,Respirador Artificial,Dräger,Hospitalización,1739.8645097445176,2025-08-19,Requiere Mantenimiento Urgente
2349,EQ-2349,Electrocardiógrafo,GE Healthcare,UCIs,2318.0178097758535,2025-07-05,Requiere Mantenimiento Urgente
2350,EQ-2350,Monitor de Signos Vitales,Philips,Quirófanos,1455.1878008703923,2026-03-16,Operativo Seguro
2351,EQ-2351,Respirador Artificial,Philips,Hospitalización,1516.4067378129364,2026-06-22,Requiere Mantenimiento Urgente
2352,EQ-2352,Respirador Artificial,Philips,UCIs,57.51757384299283,2025-08-15,Operativo Seguro
2353,EQ-2353,Electrocardiógrafo,Philips,Urgencias,410.77085552391287,2026-04-12,Operativo Seguro
2354,EQ-2354,Electrocardiógrafo,GE Healthcare,UCIs,1847.968826995315,2025-10-10,Requiere Mantenimiento Urgente
2355,EQ-2355,Respirador Artificial,Dräger,Hospitalización,2188.0379125770246,2026-01-09,Requiere Mantenimiento Urgente
2356,EQ-2356,Bomba de Infusión,Philips,UCIs,1460.3743695639537,2025-09-14,Operativo Seguro
2357,EQ-2357,Respirador Artificial,Philips,Urgencias,2467.436915579949,2025-07-24,Requiere Mantenimiento Urgente
2358,EQ-2358,Respirador Artificial,Dräger,Hospitalización,2377.7979339286017,2026-03-17,Requiere Mantenimiento Urgente
2359,EQ-2359,Electrocardiógrafo,GE Healthcare,Hospitalización,1309.992422255782,2025-12-16,Operativo Seguro
2360,EQ-2360,Electrocardiógrafo,Dräger,Quirófanos,1726.4912084185937,2026-02-24,Requiere Mantenimiento Urgente
2361,EQ-2361,Electrocardiógrafo,Dräger,Urgencias,715.8608282792068,2025-12-07,Operativo Seguro
2362,EQ-2362,Monitor de Signos Vitales,GE Healthcare,Urgencias,593.9789489271988,2026-04-07,Operativo Seguro
2363,EQ-2363,Respirador Artificial,Philips,Hospitalización,103.53936118693285,2026-06-13,Operativo Seguro
2364,EQ-2364,Monitor de Signos Vitales,Philips,Hospitalización,184.1499691107931,2026-05-20,Operativo Seguro
2365,EQ-2365,Monitor de Signos Vitales,Philips,Urgencias,2383.0825073898004,2025-09-09,Requiere Mantenimiento Urgente
2366,EQ-2366,Monitor de Signos Vitales,Dräger,Urgencias,1097.6942079173496,2026-03-19,Operativo Seguro
2367,EQ-2367,Electrocardiógrafo,GE Healthcare,Urgencias,303.7259969176326,2026-05-13,Operativo Seguro
2368,EQ-2368,Bomba de Infusión,GE Healthcare,UCIs,1104.9733915714771,2025-08-15,Operativo Seguro
2369,EQ-2369,Electrocardiógrafo,Dräger,Hospitalización,2333.5888788195407,2025-09-19,Requiere Mantenimiento Urgente
2370,EQ-2370,Bomba de Infusión,Dräger,Quirófanos,1117.3268594849676,2025-10-08,Operativo Seguro
2371,EQ-2371,Respirador Artificial,Philips,UCIs,1811.0816483006272,2026-05-04,Requiere Mantenimiento Urgente
2372,EQ-2372,Bomba de Infusión,GE Healthcare,Urgencias,2341.286835132745,2025-12-29,Requiere Mantenimiento Urgente
2373,EQ-2373,Electrocardiógrafo,GE Healthcare,Urgencias,2159.3678775390235,2026-01-02,Requiere Mantenimiento Urgente
2374,EQ-2374,Respirador Artificial,Philips,UCIs,481.7479008716913,2025-09-07,Operativo Seguro
2375,EQ-2375,Bomba de Infusión,Philips,UCIs,970.9043115738694,2026-06-25,Operativo Seguro
2376,EQ-2376,Electrocardiógrafo,Dräger,Quirófanos,2059.677180480556,2026-03-08,Requiere Mantenimiento Urgente
2377,EQ-2377,Monitor de Signos Vitales,Philips,Hospitalización,338.26982118180166,2026-05-11,Operativo Seguro
2378,EQ-2378,Electrocardiógrafo,GE Healthcare,Urgencias,1324.3138398267315,2026-05-27,Operativo Seguro
2379,EQ-2379,Monitor de Signos Vitales,Dräger,Urgencias,201.7984906739931,2026-02-12,Operativo Seguro
2380,EQ-2380,Respirador Artificial,GE Healthcare,Urgencias,2329.9780596194073,2025-08-11,Requiere Mantenimiento Urgente
2381,EQ-2381,Electrocardiógrafo,Philips,UCIs,828.0265242611051,2025-07-15,Operativo Seguro
2382,EQ-2382,Monitor de Signos Vitales,GE Healthcare,UCIs,1768.077420084189,2025-09-17,Requiere Mantenimiento Urgente
2383,EQ-2383,Respirador Artificial,Philips,UCIs,788.6779289595408,2026-04-25,Operativo Seguro
2384,EQ-2384,Monitor de Signos Vitales,Philips,Hospitalización,1552.9903470940396,2025-10-21,Requiere Mantenimiento Urgente
2385,EQ-2385,Respirador Artificial,Philips,UCIs,1101.0105221578954,2025-12-05,Operativo Seguro
2386,EQ-2386,Respirador Artificial,Philips,Hospitalización,2298.6401117245077,2026-01-20,Requiere Mantenimiento Urgente
2387,EQ-2387,Electrocardiógrafo,GE Healthcare,UCIs,1073.2834335038476,2025-07-31,Operativo Seguro
2388,EQ-2388,Bomba de Infusión,Philips,Urgencias,1300.9198437037373,2026-04-14,Operativo Seguro
2389,EQ-2389,Monitor de Signos Vitales,Dräger,Urgencias,1028.9260830572662,2025-09-10,Operativo Seguro
2390,EQ-2390,Electrocardiógrafo,GE Healthcare,Urgencias,1540.085412405013,2026-05-07,Requiere Mantenimiento Urgente
2391,EQ-2391,Monitor de Signos Vitales,Philips,Urgencias,707.0280187203201,2025-11-10,Operativo Seguro
2392,EQ-2392,Respirador Artificial,GE Healthcare,UCIs,2448.613843184919,2025-09-25,Requiere Mantenimiento Urgente
2393,EQ-2393,Electrocardiógrafo,Dräger,UCIs,628.8950280888048,2025-08-11,Operativo Seguro
2394,EQ-2394,Respirador Artificial,GE Healthcare,UCIs,2140.4184957503985,2025-07-10,Requiere Mantenimiento Urgente
2395,EQ-2395,Monitor de Signos Vitales,Philips,Urgencias,1550.9773934816265,2026-04-12,Requiere Mantenimiento Urgente
2396,EQ-2396,Respirador Artificial,GE Healthcare,UCIs,621.9694629039647,2025-07-23,Operativo Seguro
2397,EQ-2397,Monitor de Signos Vitales,Philips,UCIs,390.38629300958,2026-05-01,Operativo Seguro
2398,EQ-2398,Respirador Artificial,Dräger,Urgencias,1209.2632413737228,2026-02-09,Operativo Seguro
2399,EQ-2399,Monitor de Signos Vitales,Philips,Urgencias,340.448451553905,2026-05-19,Operativo Seguro
2400,EQ-2400,Monitor de Signos Vitales,Philips,Quirófanos,353.05718634987466,2025-07-13,Operativo Seguro
2401,EQ-2401,Electrocardiógrafo,GE Healthcare,Hospitalización,1491.324069611928,2026-05-06,Operativo Seguro
2402,EQ-2402,Monitor de Signos Vitales,Philips,Quirófanos,2013.893007882734,2026-02-07,Requiere Mantenimiento Urgente
2403,EQ-2403,Bomba de Infusión,Dräger,UCIs,42.00495389858866,2025-09-22,Operativo Seguro
2404,EQ-2404,Electrocardiógrafo,Dräger,Urgencias,781.059812651263,2025-11-21,Operativo Seguro
2405,EQ-2405,Electrocardiógrafo,GE Healthcare,Hospitalización,226.03775696703855,2026-06-10,Operativo Seguro
2406,EQ-2406,Bomba de Infusión,GE Healthcare,Urgencias,1697.8385585808314,2026-02-25,Requiere Mantenimiento Urgente
2407,EQ-2407,Electrocardiógrafo,Philips,Hospitalización,629.4155437511473,2026-04-16,Operativo Seguro
2408,EQ-2408,Electrocardiógrafo,GE Healthcare,Quirófanos,561.1574588336615,2026-04-12,Operativo Seguro
2409,EQ-2409,Respirador Artificial,Philips,Hospitalización,1925.4117336854542,2026-02-23,Requiere Mantenimiento Urgente
2410,EQ-2410,Bomba de Infusión,Philips,Hospitalización,915.093548250634,2025-10-03,Operativo Seguro
2411,EQ-2411,Monitor de Signos Vitales,Philips,Urgencias,1985.5161047169922,2026-04-17,Requiere Mantenimiento Urgente
2412,EQ-2412,Electrocardiógrafo,Dräger,UCIs,1696.8355210030097,2026-02-06,Requiere Mantenimiento Urgente
2413,EQ-2413,Respirador Artificial,Philips,Urgencias,1894.4038433208182,2026-05-16,Requiere Mantenimiento Urgente
2414,EQ-2414,Electrocardiógrafo,Dräger,Urgencias,584.610671917146,2025-12-21,Operativo Seguro
2415,EQ-2415,Monitor de Signos Vitales,Philips,UCIs,338.71282001106147,2025-11-15,Operativo Seguro
2416,EQ-2416,Respirador Artificial,GE Healthcare,Urgencias,1057.4624087211857,2026-03-27,Operativo Seguro
2417,EQ-2417,Monitor de Signos Vitales,Dräger,Hospitalización,220.42293082492003,2025-11-02,Operativo Seguro
2418,EQ-2418,Monitor de Signos Vitales,Dräger,UCIs,1163.0442746692304,2025-08-09,Operativo Seguro
2419,EQ-2419,Respirador Artificial,GE Healthcare,UCIs,1139.835432798975,2025-09-21,Operativo Seguro
2420,EQ-2420,Electrocardiógrafo,GE Healthcare,Urgencias,400.55448657743295,2025-11-29,Operativo Seguro
2421,EQ-2421,Respirador Artificial,GE Healthcare,Urgencias,1496.060302788324,2026-06-12,Operativo Seguro
2422,EQ-2422,Electrocardiógrafo,Dräger,UCIs,1275.9111508455176,2025-11-14,Operativo Seguro
2423,EQ-2423,Electrocardiógrafo,Philips,Urgencias,2023.1855426484765,2025-09-08,Requiere Mantenimiento Urgente
2424,EQ-2424,Desfibrilador,Dräger,Urgencias,1707.6202943254123,2026-06-06,Requiere Mantenimiento Urgente
2425,EQ-2425,Respirador Artificial,Dräger,UCIs,2222.6237158200556,2026-03-21,Requiere Mantenimiento Urgente
2426,EQ-2426,Respirador Artificial,Dräger,Urgencias,73.44602302707254,2025-09-17,Operativo Seguro
2427,EQ-2427,Respirador Artificial,Dräger,Hospitalización,717.0160454448865,2026-06-26,Operativo Seguro
2428,EQ-2428,Respirador Artificial,GE Healthcare,Hospitalización,2045.715299206783,2026-03-25,Requiere Mantenimiento Urgente
2429,EQ-2429,Respirador Artificial,Philips,Urgencias,2382.4244581512844,2026-04-06,Requiere Mantenimiento Urgente
2430,EQ-2430,Monitor de Signos Vitales,Philips,Hospitalización,793.4864995061461,2025-10-24,Operativo Seguro
2431,EQ-2431,Monitor de Signos Vitales,GE Healthcare,Urgencias,1631.8099219676571,2026-06-25,Requiere Mantenimiento Urgente
2432,EQ-2432,Respirador Artificial,GE Healthcare,Urgencias,213.03171726347102,2026-06-22,Operativo Seguro
2433,EQ-2433,Electrocardiógrafo,Dräger,UCIs,136.84565793069925,2026-05-30,Operativo Seguro
2434,EQ-2434,Monitor de Signos Vitales,GE Healthcare,Urgencias,1379.2429513228246,2025-07-04,Operativo Seguro
2435,EQ-2435,Bomba de Infusión,GE Healthcare,Urgencias,1306.4553979453403,2025-09-01,Operativo Seguro
2436,EQ-2436,Electrocardiógrafo,GE Healthcare,UCIs,371.03351706549716,2025-10-24,Operativo Seguro
2437,EQ-2437,Electrocardiógrafo,Philips,Quirófanos,1726.2501623597761,2025-08-18,Requiere Mantenimiento Urgente
2438,EQ-2438,Bomba de Infusión,GE Healthcare,Hospitalización,1576.7268568922516,2025-11-09,Requiere Mantenimiento Urgente
2439,EQ-2439,Monitor de Signos Vitales,Dräger,Quirófanos,373.8883856629435,2026-07-01,Operativo Seguro
2440,EQ-2440,Electrocardiógrafo,Philips,Hospitalización,1452.2314022519308,2026-02-20,Operativo Seguro
2441,EQ-2441,Respirador Artificial,Philips,Hospitalización,580.8433013166209,2026-02-26,Operativo Seguro
2442,EQ-2442,Bomba de Infusión,Philips,Hospitalización,768.1033245308716,2026-03-15,Operativo Seguro
2443,EQ-2443,Electrocardiógrafo,Philips,UCIs,396.9490121532065,2025-10-28,Operativo Seguro
